Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
11659,Mandragon,5.0,,,This mandragora harbors the soul of a sorrowful dragon. The cursed tones of its wailing cause both fear and despair.,Unlimited,Pendulum / Normal Monster,Pendulum Effect,2.0,EARTH,Plant,2500.0,1000.0
4733,Manga Ryu-Ran,7.0,,,"(This card is always treated as a ""Toon"" card.)Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",Unlimited,Toon / Effect Monster,,,FIRE,Dragon,2200.0,2600.0
7800,Maniacal Servant,3.0,,,"Once per turn during your opponent's Standby Phase, you can remove from play any number of DARK monsters from your Graveyard. This monster gains 500 DEF for each monster you removed, until the End Phase.",Unlimited,Effect Monster,,,DARK,Spellcaster,600.0,1000.0
5900,Manju of the Ten Thousand Hands,4.0,,,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster or 1 Ritual Spell from your Deck to your hand.,Unlimited,Effect Monster,,,LIGHT,Fairy,1400.0,1000.0
5881,Manticore of Darkness,6.0,,,"During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard 1 Beast, Beast-Warrior, or Winged Beast-Type monster from your hand or your side of the field; Special Summon this card from your Graveyard.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,2300.0,1000.0
9701,Mara of the Nordic Alfar,2.0,,,"When using this card as Synchro Material, the other Synchro Materials must be 2 ""Nordic"" monsters in your hand.",Unlimited,Tuner / Effect Monster,,,DARK,Spellcaster,1000.0,500.0
5318,Marauding Captain,3.0,,,"Your opponent cannot target Warrior monsters for attacks, except this one. When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand.",Unlimited,Effect Monster,,,EARTH,Warrior,1200.0,400.0
9338,March Towards Ragnarok,,,,"Target 1 ""Aesir"" monster you control; until the end of this turn, its effects are negated, also that face-up monster is unaffected by the effects of other Spells/Traps.",Unlimited,Quick-Play Spell,,,,,,
13098,March of the Dark Brigade,,,,"Target 1 ""Lightsworn"" monster in your GY that has a Level; add it to your hand, then banish a number of cards from the top of your Deck equal to the original Level of that monster in your hand. You can only activate 1 ""March of the Dark Brigade"" per turn.",Unlimited,Normal Spell,,,,,,
10423,March of the Monarchs,,,,"Tribute Summoned monsters you control cannot be targeted by, or destroyed by, card effects. You cannot Special Summon monsters from the Extra Deck.",Unlimited,Continuous Spell,,,,,,
14770,"Mardel, Generaider Boss of Light",9.0,,,"You can only control 1 ""Mardel, Generaider Boss of Light"". If this card is Normal or Special Summoned: You can add 1 ""Generaider"" card or 1 Plant monster from your Deck to your hand, except ""Mardel, Generaider Boss of Light"". You can only use this effect of ""Mardel, Generaider Boss of Light"" once per turn.",Unlimited,Effect Monster,,,LIGHT,Plant,2400.0,2400.0
11877,Mare Mare,7.0,,,"Cannot be Special Summoned, except by the effect of a Wyrm-Type monster. During your Main Phase: You can reduce this card's Level by 1, and if you do, Special Summon 1 ""Mini Mare Mare Token"" (Wyrm-Type/WATER/Level 1/ATK 300/DEF 200). You can only use this effect of ""Mare Mare"" up to thrice per turn.",Unlimited,Tuner / Effect Monster,,,WATER,Wyrm,2100.0,1400.0
12940,"Mariamne, the True Dracophoenix",9.0,,,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up on your field, including a WIND monster, and if you do, Special Summon this card, and if you do that, and both destroyed monsters were WIND, you can also banish exactly 4 cards from the top of your opponent's Deck. If this card is destroyed by card effect: You can add 1 non-WIND Wyrm monster from your Deck to your hand. You can only use each effect of ""Mariamne, the True Dracophoenix"" once per turn.",Unlimited,Effect Monster,,,WIND,Wyrm,2700.0,2100.0
14992,Marincess Basilalima,4.0,,,"If a monster(s) you control would be destroyed by card effect, you can banish this card from your GY instead. You can only use each of the following effects of ""Marincess Basilalima"" once per turn.●You can banish 1 ""Marincess"" Trap from your GY; add 1 ""Marincess"" Trap with a different name from your Deck to your hand.●If this card is banished: You can target 1 face-up monster you control; it gains 600 ATK.",Unlimited,Effect Monster,,,WATER,Cyberse,600.0,2100.0
14680,Marincess Battle Ocean,,,,"All ""Marincess"" monsters you control gain 200 ATK, also each one gains 600 ATK for each ""Marincess"" card equipped to it. Monsters you control in the Extra Monster Zone that were Link Summoned using ""Marincess Crystal Heart"" as material are unaffected by your opponent's card effects. When you Link Summon a ""Marincess"" monster to the Extra Monster Zone (except during the Damage Step): You can equip up to 3 ""Marincess"" Link Monsters with different names from your GY to that Link Summoned monster.",Unlimited,Field Spell,,,,,,
14488,Marincess Blue Slug,,,1.0,"1 Level 4 or lower ""Marincess"" monsterIf this card is Link Summoned: You can target 1 ""Marincess"" monster in your GY, except ""Marincess Blue Slug""; add it to your hand, also you cannot Special Summon monsters for the rest of this turn, except WATER monsters. You can only Link Summon ""Marincess Blue Slug"" once per turn.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,1500.0,
14631,Marincess Blue Tang,4.0,,,"If this card is Normal or Special Summoned: You can send 1 ""Marincess"" monster from your Deck to the GY, except ""Marincess Blue Tang"". If this card is sent to the GY as material for the Link Summon of a WATER monster: You can excavate the top 3 cards of your Deck, and if you do, you can add 1 excavated ""Marincess"" card to your hand, also shuffle the rest into your Deck. You can only use each effect of ""Marincess Blue Tang"" once per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,1500.0,1200.0
14695,Marincess Cascade,,,,"Banish any number of ""Marincess"" Link Monsters you control (until your next Standby Phase), then target 1 face-up monster on the field; it gains ATK equal to the total Link Rating of the monsters banished to activate this card x 300, until the end of this turn. If you control a Link-3 or higher ""Marincess"" monster, you can activate this card from your hand.",Unlimited,Normal Trap,,,,,,
14489,Marincess Coral Anemone,,,2.0,"2 WATER monstersYou can target 1 WATER monster with 1500 or less ATK in your GY; Special Summon it to your zone this card points to, also you cannot Special Summon monsters for the rest of this turn, except WATER monsters. If this card is sent from the field to the GY: You can target 1 ""Marincess"" card in your GY, except ""Marincess Coral Anemone""; add it to your hand. You can only use each effect of ""Marincess Coral Anemone"" once per turn.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,2000.0,
14630,Marincess Crown Tail,5.0,,,"During damage calculation, if a monster battles another monster (Quick Effect): You can send 1 other ""Marincess"" monster from your hand to the GY; Special Summon this card from your hand, and if you do, the damage you take from that battle is halved. At the start of the Damage Step, if an opponent's monster attacks: You can banish this card from your GY; this turn, you take no battle damage that is less than or equal to the total Link Rating of the ""Marincess"" Link Monsters in your GY x 1000. You can only use each effect of ""Marincess Crown Tail"" once per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,600.0,2300.0
14667,Marincess Crystal Heart,,,2.0,"2 WATER monstersUnaffected by your opponent's monster effects while this card is in the Extra Monster Zone. During the Damage Step, if this card battles an opponent's monster, that opponent's monster is unaffected by card effects, except its own. When this card, or your ""Marincess"" Link Monster this card points to, is targeted for an attack: You can send 1 ""Marincess"" monster from your hand to the GY; for that battle, your monster cannot be destroyed by battle and you take no battle damage.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,0.0,
14517,Marincess Current,,,,"When a ""Marincess"" Link Monster you control destroys an opponent's monster by battle: Inflict damage to your opponent equal to the Link Rating of that monster you control x 400, then, if you destroyed an opponent's Link Monster by that battle while you controlled a Link-2 or higher ""Marincess"" monster, inflict damage to your opponent equal to that destroyed monster's Link Rating x 500. You can only activate 1 ""Marincess Current"" per turn. If you control a Link-3 or higher ""Marincess"" monster, you can activate this card from your hand.",Unlimited,Normal Trap,,,,,,
15040,Marincess Great Bubble Reef,,,4.0,"2+ WATER monstersOnce per turn, during each Standby Phase: You can banish 1 WATER monster from your GY or face-up field; draw 1 card. Each time a monster(s) is banished face-up: This card gains 600 ATK for each, until the end of this turn. You can send 1 WATER monster from your hand to the GY; Special Summon 1 of your banished ""Marincess"" monsters. You can only use this effect of ""Marincess Great Bubble Reef"" once per turn.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,2600.0,
14629,Marincess Mandarin,1.0,,,"If you control 2 or more ""Marincess"" monsters, while this card is in your hand or GY: You can target 1 WATER Link Monster you control; Special Summon this card to your zone that monster points to, but banish it when it leaves the field. You can only use this effect of ""Marincess Mandarin"" once per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,100.0,100.0
14490,Marincess Marbled Rock,,,3.0,"2+ WATER monstersYou can target 1 ""Marincess"" card in your GY, except ""Marincess Marbled Rock""; add it to your hand. You can only use this effect of ""Marincess Marbled Rock"" once per turn. When an opponent's monster declares an attack: You can send 1 ""Marincess"" monster from your hand to the GY; for that battle, monsters cannot be destroyed by battle, also you take no battle damage.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,2500.0,
14788,Marincess Pascalus,4.0,,,"If this card is Normal or Special Summoned: You can Special Summon 1 ""Marincess"" monster from your hand in Defense Position, except ""Marincess Pascalus"". During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 ""Marincess"" Spell/Trap in your GY; add it you your hand. You can only use each effect of ""Marincess Pascalus"" once per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,1200.0,2000.0
14669,Marincess Sea Angel,,,1.0,"1 Level 4 or lower ""Marincess"" monsterIf this card is Link Summoned: You can add 1 ""Marincess"" Spell from your Deck to your hand. You can only Link Summon ""Marincess Sea Angel"" once per turn.",Unlimited,Link / Effect Monster,,,WATER,Cyberse,1000.0,
14451,Marincess Sea Horse,3.0,,,"You can Special Summon this card (from your hand) to your zone a ""Marincess"" Link Monster points to. You can only Special Summon ""Marincess Sea Horse"" once per turn this way. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; Special Summon 1 WATER monster from your hand to your zone a ""Marincess"" Link Monster points to. You can only use this effect of ""Marincess Sea Horse"" once per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,1400.0,1000.0
14452,Marincess Sea Star,2.0,,,"You can send this card from your hand to the GY, then target 1 ""Marincess"" monster you control; it gains 800 ATK until the end of this turn. You can use this effect of ""Marincess Sea Star"" up to twice per turn.",Unlimited,Effect Monster,,,WATER,Cyberse,800.0,400.0
14694,Marincess Snow,,,,"If a ""Marincess"" Link Monster(s) you control is destroyed by battle or card effect: Target 1 of those monsters; Special Summon 1 ""Marincess"" Link Monster from your Extra Deck with a lower Link Rating than that monster. (This is treated as a Link Summon.) It is unaffected by your opponent's card effects while you control it. You can only activate 1 ""Marincess Snow"" per turn.",Unlimited,Normal Trap,,,,,,
14516,Marincess Wave,,,,"If you control a ""Marincess"" Link Monster: Target 1 face-up monster your opponent controls; negate that face-up monster's effects until the end of this turn, then, if you control a Link-2 or higher ""Marincess"" monster, all face-up monsters you currently control are unaffected by your opponent's card effects until the end of this turn. If you control a Link-3 or higher ""Marincess"" monster, you can activate this card from your hand.",Unlimited,Normal Trap,,,,,,
