"Card Name","Status","Card Text","Icon","Attribute","Level","Monster Type","Card Type","ATK","DEF"
"Cyberdark Dragon","Unlimited","Card Text ""Cyberdark Horn"" + ""Cyberdark Edge"" + ""Cyberdark Keel""This monster cannot be Special Summoned except by Fusion Summon. When this monster is Special Summoned, select 1 Dragon-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to the equipped card's ATK. This card gains 100 ATK for each Monster Card in your Graveyard. If this card would be destroyed by battle, the equipped monster is destroyed instead.","","Attribute DARK","Level 8","Monster Type Machine","Card Type Fusion / Effect","ATK 1000","DEF 1000"
"Power Wall","Unlimited","Card Text During damage calculation, when you would take battle damage from an opponent's attacking monster: Send 1 card from the top of your Deck to the Graveyard for every 500 damage (round up) you are about to take, also you take no battle damage from that battle.","Icon Normal Trap","","","","","",""
"Super Vehicroid - Stealth Union","Unlimited","Card Text ""Truckroid"" + ""Expressroid"" + ""Drillroid"" + ""Stealthroid""Once per turn: You can target 1 face-up non-Machine monster on the field; equip that target to this card. While equipped with a monster by this effect, this card can attack all monsters your opponent controls, once each. If this card attacks, its original ATK is halved. If this card attacks a Defense Position monster, inflict piercing battle damage.","","Attribute EARTH","Level 9","Monster Type Machine","Card Type Fusion / Effect","ATK 3600","DEF 3000"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Double Evolution Pill","Unlimited","Card Text Banish 1 Dinosaur monster and 1 non-Dinosaur monster from your hand and/or GY; Special Summon 1 Level 7 or higher Dinosaur monster from your hand or Deck, ignoring its Summoning conditions. You can only activate 1 ""Double Evolution Pill"" per turn.","Icon Normal Spell","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ancient Gear Engineer","Unlimited","Card Text Negate any Trap effects that target this card, and if you do, destroy that Trap Card. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step. At the end of the Damage Step, if this card attacked: Target 1 Spell/Trap Card your opponent controls; destroy that target.","","Attribute EARTH","Level 5","Monster Type Machine","Card Type Effect","ATK 1500","DEF 1500"
"Ancient Gear Tank","Unlimited","Card Text Equip only to an ""Ancient Gear"" monster. It gains 600 ATK. When this card is destroyed and sent to the Graveyard: Inflict 600 damage to your opponent.","Icon Equip Spell","","","","","",""
"Ancient Gear Explosive","Unlimited","Card Text Target 1 ""Ancient Gear"" monster you control; destroy it, and if you do, inflict damage to your opponent equal to half its original ATK.","Icon Normal Spell","","","","","",""
"Ancient Gear Fist","Unlimited","Card Text Equip only to an ""Ancient Gear"" monster. At the end of the Damage Step, if the equipped monster battled a monster and is still on the field: Destroy the monster it battled.","Icon Equip Spell","","","","","",""
"Cyber Angel Benten","Unlimited","Card Text You can Ritual Summon this card with ""Machine Angel Ritual"". If this card destroys a monster by battle and sends it to the GY: Inflict damage to your opponent equal to that monster's original DEF in the GY. If this card is Tributed: You can add 1 LIGHT Fairy monster from your Deck to your hand.","","Attribute LIGHT","Level 6","Monster Type Fairy","Card Type Ritual / Effect","ATK 1800","DEF 1500"
"Cyber Angel Idaten","Unlimited","Card Text You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can add 1 Ritual Spell from your Deck or GY to your hand. If this card is Tributed: You can make all Ritual Monsters you control gain 1000 ATK/DEF.","","Attribute LIGHT","Level 6","Monster Type Fairy","Card Type Ritual / Effect","ATK 1600","DEF 2000"
"Cyber Angel Dakini","Unlimited","Card Text You can Ritual Summon this card with ""Machine Angel Ritual"". If this card is Ritual Summoned: You can make your opponent send 1 monster they control to the GY (their choice). If a Ritual Monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn, during your End Phase: You can target 1 Ritual Monster or 1 ""Machine Angel Ritual"" in your GY; add it to your hand.","","Attribute LIGHT","Level 8","Monster Type Fairy","Card Type Ritual / Effect","ATK 2700","DEF 2400"
"Cyber Petit Angel","Unlimited","Card Text If this card is Summoned: You can add 1 ""Cyber Angel"" monster or ""Machine Angel Ritual"" from your Deck to your hand. You can only use this effect of ""Cyber Petit Angel"" once per turn.","","Attribute LIGHT","Level 2","Monster Type Fairy","Card Type Effect","ATK 300","DEF 200"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Machine Angel Ritual","Unlimited","Card Text This card can be used to Ritual Summon any ""Cyber Angel"" Ritual Monster. You must also Tribute monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If a LIGHT monster(s) you control would be destroyed by battle or card effect while this card is in your GY, you can banish this card instead.","Icon Ritual Spell","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Cyber Ogre","Unlimited","Card Text By discarding this card from your hand to the Graveyard, negate 1 battle involving a ""Cyber Ogre"" on your side of the field, and it gains 2000 ATK until the end of its next battle. This effect can be activated during either player's turn.","","Attribute EARTH","Level 5","Monster Type Machine","Card Type Effect","ATK 1900","DEF 1200"
"Cyber Esper","Unlimited","Card Text While this card is in face-up Attack Position, you can look at every card your opponent draws.","","Attribute FIRE","Level 4","Monster Type Machine","Card Type Effect","ATK 1200","DEF 1800"
"Cyber Ogre 2","Unlimited","Card Text ""Cyber Ogre"" + ""Cyber Ogre""A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. When this card attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.","","Attribute EARTH","Level 7","Monster Type Machine","Card Type Fusion / Effect","ATK 2600","DEF 1900"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Cyber Shadow Gardna","Unlimited","Card Text During your opponent's Main Phase: Special Summon this card as an Effect Monster (Machine/EARTH/Level 4/ATK ?/DEF ?). (This card is also still a Trap.) When an opponent's monster declares an attack that targets this card: The ATK/DEF of this card become the ATK/DEF of the attacking monster. Once per turn, during your opponent's End Phase: Set this card in its Spell & Trap Zone.","Icon Continuous Trap","","","","","",""
"Byroad Sacrifice","Unlimited","Card Text Activate only if a monster on your side of the field is destroyed by battle. Special Summon 1 ""Cyber Ogre"" from your hand.","Icon Normal Trap","","","","","",""
"Trojan Blast","Unlimited","Card Text Activate only when an opponent's card effect shifts control of a monster from your side of the field to theirs. Destroy that 1 monster and inflict damage to your opponent equal to its ATK.","Icon Normal Trap","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Elemental HERO Knospe","Unlimited","Card Text Each time this card inflicts Battle Damage to your opponent: It gains 100 ATK and loses 100 DEF. While you control another face-up ""Elemental HERO"" monster, your opponent cannot target this card for an attack, and this card can attack your opponent directly.","","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 600","DEF 1000"
"Graveyard of Wandering Souls","Unlimited","Card Text If this card is already face-up on the field:●If a monster you control is destroyed by battle and sent to the GY: Special Summon 1 ""Fireball Token"" (Pyro/FIRE/Level 1/ATK 100/DEF 100).●If a monster(s) in your hand and/or field is sent to the GY by an opponent's card effect: Special Summon as many ""Fireball Tokens"" as possible, up to the number of sent monsters. You can only use this effect of ""Graveyard of Wandering Souls"" once per turn.","Icon Continuous Trap","","","","","",""
"Rose Bud","Unlimited","Card Text Tribute 1 ""Elemental HERO Knospe""; Special Summon 1 ""Elemental HERO Poison Rose"" from your hand or Deck.","Icon Normal Spell","","","","","",""
"Elemental HERO Poison Rose","Unlimited","Card Text Cannot be Normal Summoned or Set. Must be Special Summoned with ""Rose Bud"" and cannot be Special Summoned by other ways. Each time this card inflicts Battle Damage to your opponent: It gains 200 ATK and loses 200 DEF. Your opponent can only target ""Elemental HERO Poison Rose"" for attacks.","","Attribute EARTH","Level 6","Monster Type Plant","Card Type Effect","ATK 1900","DEF 2000"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Greed Quasar","Unlimited","Card Text This card's original ATK and DEF are each equal to its Level x 300. This monster's Level is increased by the Level of monsters it destroys by battle.","","Attribute DARK","Level 7","Monster Type Fiend","Card Type Effect","ATK ?","DEF ?"
