"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Victory Dragon","Forbidden","Card Text This card cannot be Special Summoned. To Tribute Summon this card, you must Tribute 3 Dragon-Type monsters. If this card attacks your opponent directly and reduces their Life Points to 0, you win the Match. Forbidden","Attribute DARK","Level 8","Monster Type Dragon","Card Type Effect","ATK 2400","DEF 3000",""
"Magician's Valkyria","Unlimited","Card Text Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except this one.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1600","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Giga Gagagigo","Unlimited","Card Text In order to fight tremendous evil, he gained formidable power through body reconstruction, but lost his heart and his redemption.","Attribute WATER","Level 5","Monster Type Reptile","Card Type Normal","ATK 2450","DEF 1500",""
"Mad Dog of Darkness","Unlimited","Card Text He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.","Attribute DARK","Level 4","Monster Type Beast","Card Type Normal","ATK 1900","DEF 1400",""
"Neo Bug","Unlimited","Card Text A huge bug-like monster said to come from another planet. It gathers in swarms.","Attribute EARTH","Level 4","Monster Type Insect","Card Type Normal","ATK 1800","DEF 1700",""
"Sea Serpent Warrior of Darkness","Unlimited","Card Text A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess both on the ground and, of course, in the water.","Attribute WATER","Level 4","Monster Type Sea Serpent","Card Type Normal","ATK 1800","DEF 1500",""
"Terrorking Salmon","Unlimited","Card Text A feared salmon, master of the Sea of Darkness. Its roe is the best delicacy in the World of Darkness.","Attribute WATER","Level 5","Monster Type Fish","Card Type Normal","ATK 2400","DEF 1000",""
"Blazing Inpachi","Unlimited","Card Text A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Normal","ATK 1850","DEF 0",""
"Burning Algae","Unlimited","Card Text When this card is sent to the Graveyard, increase your opponent's Life Points by 1000 points.","Attribute FIRE","Level 3","Monster Type Pyro","Card Type Effect","ATK 500","DEF 1500",""
"The Thing in the Crater","Unlimited","Card Text When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1000","DEF 1200",""
"Molten Zombie","Unlimited","Card Text When this card is Special Summoned from the Graveyard: Draw 1 card.","Attribute FIRE","Level 4","Monster Type Pyro","Card Type Effect","ATK 1600","DEF 400",""
"Dark Magician of Chaos","Unlimited","Card Text During the End Phase, if this card was Normal or Special Summoned this turn: You can target 1 Spell in your GY; add it to your hand. You can only use this effect of ""Dark Magician of Chaos"" once per turn. If this card destroys an opponent's monster by battle, after damage calculation: Banish that opponent's monster. If this face-up card would leave the field, banish it instead.","Attribute DARK","Level 8","Monster Type Spellcaster","Card Type Effect","ATK 2800","DEF 2600",""
"Manticore of Darkness","Unlimited","Card Text During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard 1 Beast, Beast-Warrior, or Winged Beast-Type monster from your hand or your side of the field; Special Summon this card from your Graveyard.","Attribute FIRE","Level 6","Monster Type Beast-Warrior","Card Type Effect","ATK 2300","DEF 1000",""
"Stealth Bird","Unlimited","Card Text Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Inflict 1000 damage to your opponent.","Attribute DARK","Level 3","Monster Type Winged Beast","Card Type Effect","ATK 700","DEF 1700",""
"Sacred Crane","Unlimited","Card Text If this card is Special Summoned: Draw 1 card.","Attribute LIGHT","Level 4","Monster Type Winged Beast","Card Type Effect","ATK 1600","DEF 400",""
"Enraged Battle Ox","Unlimited","Card Text If a Beast, Beast-Warrior, or Winged Beast-Type monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.","Attribute EARTH","Level 4","Monster Type Beast-Warrior","Card Type Effect","ATK 1700","DEF 1000",""
"Don Turtle","Unlimited","Card Text When this card is Normal Summoned or Flip Summoned, you can Special Summon any number of ""Don Turtle""(s) from your hand.","Attribute WATER","Level 3","Monster Type Reptile","Card Type Effect","ATK 1100","DEF 1200",""
"Balloon Lizard","Unlimited","Card Text Put 1 counter on this card during each of your Standby Phases. When this card is destroyed, inflict damage to the controller of the card that destroyed it equal to the number of counters x 400 points.","Attribute EARTH","Level 4","Monster Type Reptile","Card Type Effect","ATK 500","DEF 1900",""
"Dark Driceratops","Unlimited","Card Text If this card attacks a Defense Position monster, inflict piercing battle damage.","Attribute EARTH","Level 6","Monster Type Dinosaur","Card Type Effect","ATK 2400","DEF 1500",""
"Hyper Hammerhead","Unlimited","Card Text At the end of the Damage Step, if an opponent's monster that battled this card is not destroyed: Return that opponent's monster to the hand.","Attribute EARTH","Level 4","Monster Type Dinosaur","Card Type Effect","ATK 1500","DEF 1200",""
"Black Tyranno","Unlimited","Card Text If the only cards your opponent controls are Defense Position monsters, this card can attack directly.","Attribute EARTH","Level 7","Monster Type Dinosaur","Card Type Effect","ATK 2600","DEF 1800",""
"Anti-Aircraft Flower","Unlimited","Card Text By tributing 1 Insect-Type monster on your side of the field, inflict 800 points of damage to your opponent's Life Points.","Attribute EARTH","Level 3","Monster Type Plant","Card Type Effect","ATK 0","DEF 1600",""
"Prickle Fairy","Unlimited","Card Text Your opponent cannot attack Insect monsters. If this card battled a monster, at the end of the Damage Step: Change that monster to Defense Position.","Attribute EARTH","Level 4","Monster Type Plant","Card Type Effect","ATK 300","DEF 2000",""
"Insect Princess","Unlimited","Card Text All Insect monsters your opponent controls are changed to Attack Position. If this card destroys an Insect monster by battle: This card gains 500 ATK.","Attribute WIND","Level 6","Monster Type Insect","Card Type Effect","ATK 1900","DEF 1200",""
"Amphibious Bugroth MK-3","Unlimited","Card Text As long as ""Umi"" remains face-up on the field, this card can attack your opponent's Life Points directly.","Attribute WATER","Level 4","Monster Type Machine","Card Type Effect","ATK 1500","DEF 1300",""
"Torpedo Fish","Unlimited","Card Text While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.","Attribute WATER","Level 3","Monster Type Fish","Card Type Effect","ATK 1000","DEF 1000",""
"Levia-Dragon - Daedalus","Unlimited","Card Text You can send 1 face-up ""Umi"" you control to the GY; destroy all other cards on the field.","Attribute WATER","Level 7","Monster Type Sea Serpent","Card Type Effect","ATK 2600","DEF 1500",""
"Orca Mega-Fortress of Darkness","Unlimited","Card Text By tributing 1 ""Torpedo Fish"" on your side of the field, destroy 1 monster on the field. By Tributing 1 ""Cannonball Spear Shellfish"" on your side of the field, destroy 1 Spell or Trap Card on the field.","Attribute WATER","Level 5","Monster Type Sea Serpent","Card Type Effect","ATK 2100","DEF 1200",""
"Cannonball Spear Shellfish","Unlimited","Card Text While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.","Attribute WATER","Level 2","Monster Type Aqua","Card Type Effect","ATK 1000","DEF 1000",""
"Mataza the Zapper","Unlimited","Card Text This card can make a second attack during each Battle Phase. Control of this face-up card on the field cannot switch.","Attribute DARK","Level 3","Monster Type Warrior","Card Type Effect","ATK 1300","DEF 800",""
"Guardian Angel Joan","Unlimited","Card Text When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.","Attribute LIGHT","Level 7","Monster Type Fairy","Card Type Effect","ATK 2800","DEF 2000",""
"Manju of the Ten Thousand Hands","Unlimited","Card Text When this card is Normal or Flip Summoned: You can add 1 Ritual Monster or 1 Ritual Spell from your Deck to your hand.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1400","DEF 1000",""
"Getsu Fuhma","Unlimited","Card Text If this card battles a Fiend or Zombie-Type monster, destroy that monster at the end of the Damage Step.","Attribute DARK","Level 4","Monster Type Warrior","Card Type Effect","ATK 1700","DEF 1200",""
"Ryu Kokki","Unlimited","Card Text At the end of the Damage Step, if this card battled a Warrior or Spellcaster-Type monster: Destroy that monster.","Attribute DARK","Level 6","Monster Type Zombie","Card Type Effect","ATK 2400","DEF 2000",""
"Gryphon's Feather Duster","Unlimited","Card Text Destroy all Spell and Trap Cards on your side of the field. Increase your Life Points by the number of destroyed cards x 500 points.","","","","","","","Icon Normal Spell"
"Stray Lambs","Unlimited","Card Text Special Summon 2 ""Lamb Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. You cannot Summon other monsters the turn you activate this card (but you can Set).","","","","","","","Icon Normal Spell"
