Card Number,Card Name,Status,Card Text,Card Type,Attribute,Level,Monster Type,ATK,DEF,Rank,Pendulum Effect,Pendulum Scale,Link
12463,Triamid Kingolem,Unlimited,"Card Text All Rock-Type monsters on the field gain 500 ATK. If a ""Triamid"" monster you control battles, your opponent's cards and effects cannot be activated until the end of the Damage Step. If this face-up card in the Field Zone is sent to the Graveyard: You can Special Summon 1 ""Triamid"" monster from your hand. You can only use this effect of ""Triamid Kingolem"" once per turn.",Icon Field Spell,,,,,,,,,
12464,Cosmic Cyclone,Unlimited,"Card Text Pay 1000 LP, then target 1 Spell/Trap on the field; banish it.",Icon Quick-Play Spell,,,,,,,,,
12465,Pot of Desires,Unlimited,"Card Text Banish 10 cards from the top of your Deck, face-down; draw 2 cards. You can only activate 1 ""Pot of Desires"" per turn.",Icon Normal Spell,,,,,,,,,
12466,Magical Mid-Breaker Field,Limited,"Card Text Activate this card at the start of your Main Phase 1 or 2. During each player's Main Phase 1, monsters on the field cannot be destroyed by their opponent's card effects, also neither player can target monsters their opponent controls. You cannot activate or Set Field Spell Cards. Limited",Icon Field Spell,,,,,,,,,
12467,Card of the Soul,Unlimited,"Card Text Look at your Deck, and if you do, you can add 1 monster from your Deck to your hand, whose sum of ATK and DEF equals your LP. You can only activate 1 ""Card of the Soul"" per turn.",Icon Normal Spell,,,,,,,,,
12468,Fusion Fright Waltz,Unlimited,"Card Text Target 1 ""Frightfur"" Fusion Monster you control and 1 Fusion Monster your opponent controls; destroy as many other Special Summoned monsters on the field as possible, then each player that had a monster(s) destroyed by this effect takes damage equal to the combined current ATK of the targeted monster(s) on the field.",Icon Normal Trap,,,,,,,,,
12469,King Scarlet,Unlimited,"Card Text If a ""Red Dragon Archfiend"" monster you control battles, during damage calculation: Make that monster you control unable to be destroyed by that battle, and if you do, Special Summon this card as a Normal Monster (Fiend-Type/Tuner/FIRE/Level 1/ATK 0/DEF 0). (This card is also still a Trap Card.)",Icon Continuous Trap,,,,,,,,,
12470,Magician Navigation,Unlimited,"Card Text Special Summon 1 ""Dark Magician"" from your hand, then Special Summon 1 Level 7 or lower DARK Spellcaster monster from your Deck. If you control ""Dark Magician"", except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up Spell/Trap your opponent controls; negate its effects until the end of this turn.",Icon Normal Trap,,,,,,,,,
12471,Metalfoes Counter,Unlimited,"Card Text If a card(s) you control is destroyed by battle or card effect: Special Summon 1 ""Metalfoes"" monster from your Deck. During either player's turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard; add 1 face-up ""Metalfoes"" Pendulum Monster from your Extra Deck to your hand.",Icon Normal Trap,,,,,,,,,
12472,Metalfoes Combination,Unlimited,"Card Text Once per turn, if a Fusion Monster is Fusion Summoned: You can target 1 ""Metalfoes"" monster in your Graveyard with a lower Level than that Fusion Monster; Special Summon it. If this card is sent from the field to the Graveyard: You can add 1 ""Metalfoes"" monster from your Deck to your hand.",Icon Continuous Trap,,,,,,,,,
12473,Triamid Pulse,Unlimited,"Card Text Once per turn: You can banish 2 cards from your Graveyard (any combination of Rock-Type monsters or Field Spell Cards), then activate 1 of these effects;●Target 1 other face-up card on the field; destroy it.●Target 1 Rock-Type monster in your Graveyard; Special Summon it in Defense Position.●Target up to 3 Field Spell Cards in your Graveyard; shuffle them into the Deck, then draw 1 card.",Icon Continuous Trap,,,,,,,,,
12474,Destruction Sword Memories,Unlimited,"Card Text Discard 1 ""Destruction Sword"" card; Special Summon 1 ""Buster Blader"" monster from the Deck. You can banish this card from your Graveyard; Fusion Summon 1 ""Buster Blader, the Dragon Destroyer Swordsman"" from your Extra Deck, by banishing Fusion Materials listed on it from your Graveyard.",Icon Normal Trap,,,,,,,,,
12475,Floodgate Trap Hole,Unlimited,Card Text When your opponent Summons a monster(s): Change that monster(s) to face-down Defense Position. Monsters changed to face-down Defense Position by this effect cannot change their battle positions.,Icon Normal Trap,,,,,,,,,
12476,Premature Return,Unlimited,"Card Text Banish 1 card from your hand, then target 1 of your banished monsters; Special Summon it in face-down Defense Position.",Icon Normal Trap,,,,,,,,,
12477,Unified Front,Unlimited,"Card Text Discard 1 monster, then target 1 face-up monster on the field; its ATK and DEF becomes the discarded monster's ATK and DEF, until the end of this turn. Monsters you control cannot attack directly during the turn you activate this card.",Icon Normal Trap,,,,,,,,,
12478,Pendulum Hole,Unlimited,"Card Text When a monster(s) would be Pendulum Summoned: Negate the Pendulum Summon, and if you do, shuffle that monster(s) into the Deck.",Icon Counter Trap,,,,,,,,,
12479,The Forceful Checkpoint,Unlimited,"Card Text When an opponent's monster declares an attack: Look at your opponent's hand, and if there is a Monster Card, negate the attack, then discard 1 monster from their hand (your choice).",Icon Normal Trap,,,,,,,,,
12480,Odd-Eyes Persona Dragon,Unlimited,"Card Text Once per turn (Quick Effect): You can target 1 face-up monster on the field that was Special Summoned from the Extra Deck; it has its effects negated, until the end of this turn.",Card Type Pendulum / Effect,Attribute DARK,Level 5,Monster Type Dragon,ATK 1200,DEF 2400,,"Pendulum Effect Once per turn, during the End Phase, if your opponent activated a card or effect this turn that targeted 1 ""Odd-Eyes"" Pendulum Monster you controlled (and no other cards) while this card was in your Pendulum Zone: Special Summon this card, and if you do, place 1 face-up ""Odd-Eyes"" Pendulum Monster from your Extra Deck in your Pendulum Zone, except ""Odd-Eyes Persona Dragon"".",Pendulum Scale 1,
12481,Odd-Eyes Mirage Dragon,Unlimited,"Card Text While an ""Odd-Eyes"" card is in your Pendulum Zone (Quick Effect): You can target 1 ""Odd-Eyes"" monster you control; the first time it would be destroyed by battle or card effect this turn, it is not destroyed. You can only use this effect of ""Odd-Eyes Mirage Dragon"" once per turn.",Card Type Pendulum / Effect,Attribute DARK,Level 3,Monster Type Dragon,ATK 1200,DEF 600,,"Pendulum Effect Once per turn, if a face-up ""Odd-Eyes"" Pendulum Monster(s) you control is destroyed by battle or card effect: You can destroy 1 card in your Pendulum Zone, and if you do, place 1 face-up ""Odd-Eyes"" Pendulum Monster in your Extra Deck in your Pendulum Zone, except ""Odd-Eyes Mirage Dragon"".",Pendulum Scale 8,
12482,Odd-Eyes Phantom Dragon,Unlimited,"Card Text When this Pendulum Summoned card inflicts battle damage to your opponent by attacking: You can inflict damage to your opponent equal to the number of ""Odd-Eyes"" cards in your Pendulum Zones x 1200. You can only use this effect of ""Odd-Eyes Phantom Dragon"" once per turn.",Card Type Pendulum / Effect,Attribute DARK,Level 7,Monster Type Dragon,ATK 2500,DEF 2000,,"Pendulum Effect Once per turn, when an attack is declared involving your face-up monster and an opponent's monster, if you have an ""Odd-Eyes"" card in your other Pendulum Zone: You can make that monster you control gain 1200 ATK until the end of the Battle Phase (even if this card leaves the field).",Pendulum Scale 4,
12483,Duza the Meteor Cubic Vessel,Unlimited,"Card Text If this card is Normal or Special Summoned: You can send 1 ""Cubic"" card from your Deck to the Graveyard. Once per turn, during either player's turn, if a monster was sent to your Graveyard this turn while this card was face-up on the field: You can make this card gain 200 ATK for each monster with a different name in your Graveyard, until the end of this turn.",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Machine,ATK 1600,DEF 1600,,,,
12484,Neo Blue-Eyes Ultimate Dragon,Unlimited,"Card Text ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""At the end of the Damage Step, if this is the only face-up card you control, and this Fusion Summoned card attacked: You can send 1 ""Blue-Eyes"" Fusion Monster from your Extra Deck to the Graveyard; this card can attack again in a row. You can use this effect of ""Neo Blue-Eyes Ultimate Dragon"" up to twice per turn. During either player's turn, when a card or effect is activated that targets a ""Blue-Eyes"" monster(s) you control: You can banish this card from your Graveyard; negate the activation, and if you do, destroy that card.",Card Type Fusion / Effect,Attribute LIGHT,Level 12,Monster Type Dragon,ATK 4500,DEF 3800,,,,
12485,Kaiser Vorse Raider,Unlimited,"Card Text If you control no monsters, you can Special Summon this card (from your hand). If this card destroys an opponent's monster by battle: This card gains 500 ATK. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK.",Card Type Effect,Attribute DARK,Level 5,Monster Type Beast-Warrior,ATK 1900,DEF 1200,,,,
12486,Assault Wyvern,Unlimited,"Card Text When this card destroys an opponent's monster by battle: You can Tribute this card; Special Summon 1 Dragon-Type monster from your hand or Graveyard, except ""Assault Wyvern"".",Card Type Effect,Attribute LIGHT,Level 4,Monster Type Dragon,ATK 1800,DEF 1000,,,,
12487,Blue-Eyes Chaos MAX Dragon,Unlimited,"Card Text You can Ritual Summon this card with ""Chaos Form"". Must be Ritual Summoned. Your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this card attacks a Defense Position monster, inflict double piercing battle damage.",Card Type Ritual / Effect,Attribute DARK,Level 8,Monster Type Dragon,ATK 4000,DEF 0,,,,
12488,Deep-Eyes White Dragon,Unlimited,"Card Text When a face-up ""Blue-Eyes"" monster(s) you control is destroyed by battle or an opponent's card effect, and you have a Dragon-Type monster in your Graveyard: You can Special Summon this card from your hand, and if you do, inflict 600 damage to your opponent for each Dragon-Type monster with different names in your Graveyard. If this card is Normal or Special Summoned: Target 1 Dragon-Type monster in your Graveyard; this card's ATK becomes equal to that monster's. If this card on the field is destroyed by a card effect: Destroy all monsters your opponent controls.",Card Type Effect,Attribute LIGHT,Level 10,Monster Type Dragon,ATK 0,DEF 0,,,,
12489,Pandemic Dragon,Unlimited,Card Text Once per turn: You can pay LP in multiples of 100; other face-up monsters on the field lose that much ATK. Once per turn: You can target 1 monster on the field with ATK less than or equal to this card's; destroy it. If this card is destroyed by battle or card effect: All face-up monsters on the field lose 1000 ATK.,Card Type Effect,Attribute DARK,Level 7,Monster Type Dragon,ATK 2500,DEF 1000,,,,
12490,Dragon's Fighting Spirit,Unlimited,"Card Text Target 1 Dragon-Type monster you control that was Special Summoned this turn; for each monster your opponent currently controls that was Special Summoned this turn, it gains 1 additional attack during each Battle Phase this turn.",Icon Quick-Play Spell,,,,,,,,,
12491,Chaos Form,Unlimited,"Card Text This card can be used to Ritual Summon any ""Chaos"" or ""Black Luster Soldier"" Ritual Monster. You must also Tribute monsters from your hand or field and/or banish ""Blue-Eyes White Dragon"" or ""Dark Magician"" from your GY, whose total Levels exactly equal the Level of the ""Chaos"" or ""Black Luster Soldier"" Ritual Monster you Ritual Summon.",Icon Ritual Spell,,,,,,,,,
12492,Induced Explosion,Unlimited,"Card Text When a card(s) you control is destroyed by a Spell effect (except during the Damage Step): Target 1 card your opponent controls; destroy it. During either player's turn, except the turn this card was sent to the Graveyard, when a card(s) you control is destroyed by a Spell effect (except during the Damage Step): You can banish this card from your Graveyard, then target 1 card your opponent controls; destroy it.",Icon Normal Trap,,,,,,,,,
