"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon","Rank"
"Watthopper","Unlimited","Card Text Your opponent cannot select another face-up ""Watt"" monster as an attack target, or target them with card effects.","Attribute LIGHT","Level 1","Monster Type Thunder","Card Type Effect","ATK 0","DEF 0","",""
"Wattdragonfly","Unlimited","Card Text If this card is destroyed by your opponent's card (either by battle or by card effect), you can Special Summon 1 ""Watt"" monster from your Deck.","Attribute LIGHT","Level 2","Monster Type Thunder","Card Type Effect","ATK 900","DEF 100","",""
"Wattsquirrel","Unlimited","Card Text This card can attack twice during each Battle Phase. If this card battles, negate the effects of the monster it battled, after damage calculation (including in the Graveyard).","Attribute LIGHT","Level 3","Monster Type Thunder","Card Type Effect","ATK 700","DEF 100","",""
"Naturia Cherries","Unlimited","Card Text If this card is sent from the field to the Graveyard by your opponent's card (including by battle, card effect, or by being destroyed), you can Special Summon up to 2 ""Naturia Cherries"" from your Deck in face-down Defense Position.","Attribute EARTH","Level 1","Monster Type Plant","Card Type Tuner / Effect","ATK 200","DEF 200","",""
"Naturia Pumpkin","Unlimited","Card Text When this card is Normal Summoned, if your opponent controls a monster, you can Special Summon 1 ""Naturia"" monster from your hand.","Attribute EARTH","Level 4","Monster Type Plant","Card Type Effect","ATK 1400","DEF 800","",""
"Naturia Stag Beetle","Unlimited","Card Text Once per turn, during the Battle Step or Damage Step of this card's attack, when your opponent activates a card or effect, you can select 1 ""Naturia"" monster in your Graveyard. Special Summon that monster from the Graveyard.","Attribute EARTH","Level 6","Monster Type Insect","Card Type Effect","ATK 2200","DEF 1500","",""
"Dance Princess of the Ice Barrier","Unlimited","Card Text Once per turn, if you control another face-up ""Ice Barrier"" monster, you can reveal any number of ""Ice Barrier"" monsters in your hand to select an equal number of Set Spell/Trap cards your opponent controls. Return the selected Set Spell/Trap cards your opponent controls to the hand.","Attribute WATER","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1700","DEF 900","",""
"Chain Dog","Unlimited","Card Text Cannot be used as a Synchro Material, except for the Synchro Summon of a Beast-Type monster. If this card is in the Graveyard: You can Special Summon this card, and if you do, banish it when it leaves the field. You must control exactly 2 Beast-Type monsters to activate and to resolve this effect.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1600","DEF 1100","",""
"Wightmare","Unlimited","Card Text This card's name becomes ""Skull Servant"" while in the GY. You can discard this card, then activate 1 of the following effects.●Target 1 of your banished ""Skull Servant"" or ""Wightmare""; return it to the GY.●Target 1 of your banished ""The Lady in Wight"" or ""King of the Skull Servants""; Special Summon it.","Attribute DARK","Level 1","Monster Type Zombie","Card Type Effect","ATK 300","DEF 200","",""
"Anarchist Monk Ranshin","Unlimited","Card Text When this card you control is sent to your Graveyard by your opponent's card (either by battle, by card effect, or by being destroyed): Target 1 monster in your opponent's Graveyard; banish that target.","Attribute EARTH","Level 4","Monster Type Spellcaster","Card Type Effect","ATK 1800","DEF 100","",""
"Delg the Dark Monarch","Unlimited","Card Text When this card is Normal or Special Summoned: You can target up to 2 cards in your opponent's Graveyard; banish that target(s), then send the same number of cards from the top of their Deck to the Graveyard. This card cannot attack during the turn it is Normal or Special Summoned.","Attribute DARK","Level 6","Monster Type Spellcaster","Card Type Effect","ATK 2400","DEF 1000","",""
"Supreme Arcanite Magician","Unlimited","Card Text 1 Spellcaster-Type Synchro Monster + 1 Spellcaster-Type monsterThis monster can only be Special Summoned by Fusion Summon (from the Extra Deck). When this card is Fusion Summoned, place 2 Spell Counters on it. This card gains 1000 ATK for each Spell Counter on it. Once per turn, you can remove 1 Spell Counter from your side of the field to activate 1 of the following effects:●Select 1 card on the field, and destroy it.●Draw 1 card.","Attribute LIGHT","Level 10","Monster Type Spellcaster","Card Type Fusion / Effect","ATK 1400","DEF 2800","",""
"Gaia Drake, the Universal Force","Unlimited","Card Text 1 ""Gaia Knight, the Force of Earth"" + 1 non-Effect Synchro MonsterThis card cannot be targeted by, or destroyed by, the effects of Effect Monsters.","Attribute EARTH","Level 10","Monster Type Beast-Warrior","Card Type Fusion / Effect","ATK 3500","DEF 2800","",""
"Shooting Star Dragon","Unlimited","Card Text 1 Tuner Synchro Monster + ""Stardust Dragon""Once per turn: You can excavate the top 5 cards of your Deck, shuffle them back in, also this card's maximum number of attacks per Battle Phase this turn equals the number of Tuner monsters excavated. Once per turn, during either player's turn, when a card or effect is activated that would destroy a card(s) on the field: You can negate the effect, and if you do, destroy it. Once per turn, when an opponent's monster declares an attack: You can target the attacking monster; banish this card, and if you do, negate that attack. During the next End Phase: Special Summon this card banished by this effect.","Attribute WIND","Level 10","Monster Type Dragon","Card Type Synchro / Effect","ATK 3300","DEF 2500","",""
"Formula Synchron","Unlimited","Card Text 1 Tuner + 1 non-Tuner monsterWhen this card is Synchro Summoned: You can draw 1 card. Once per Chain, during your opponent's Main Phase, you can: Immediately after this effect resolves, Synchro Summon using this card you control (this is a Quick Effect).","Attribute LIGHT","Level 2","Monster Type Machine","Card Type Synchro / Tuner / Effect","ATK 200","DEF 1500","",""
"Red Nova Dragon","Unlimited","Card Text 2 Tuners + ""Red Dragon Archfiend""This card gains 500 ATK for each Tuner monster in your Graveyard. Cannot be destroyed by an opponent's card effects. When an opponent's monster declares an attack: You can target the attacking monster; banish this card, and if you do, negate that attack. During the next End Phase: Special Summon this card banished by this effect.","Attribute DARK","Level 12","Monster Type Dragon","Card Type Synchro / Effect","ATK 3500","DEF 3000","",""
"Karakuri Shogun mdl 00 ""Burei""","Unlimited","Card Text 1 Tuner + 1 or more non-Tuner Machine-Type monstersWhen this card is Synchro Summoned: You can Special Summon 1 ""Karakuri"" monster from your Deck. Once per turn: You can target 1 monster on the field; change its battle position.","Attribute EARTH","Level 7","Monster Type Machine","Card Type Synchro / Effect","ATK 2600","DEF 1900","",""
"Scrap Twin Dragon","Unlimited","Card Text 1 ""Scrap"" Tuner + 1 or more non-Tuner monstersOnce per turn, you can select 1 card you control and 2 cards your opponent controls. Destroy the one you control and return the two your opponent controls to the hand. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro ""Scrap"" monster in your Graveyard, and Special Summon it.","Attribute EARTH","Level 9","Monster Type Dragon","Card Type Synchro / Effect","ATK 3000","DEF 2200","",""
"Tuning","Unlimited","Card Text Add 1 ""Synchron"" Tuner from your Deck to your hand, then send the top card of your Deck to the GY.","","","","","","","Icon Normal Spell",""
"Karakuri Showdown Castle","Unlimited","Card Text When a face-up ""Karakuri"" monster you control selects an opponent's face-up monster as an attack target, you can change the target's battle position. When this face-up card on the field is destroyed and sent to the Graveyard, you can select 1 Level 4 or higher ""Karakuri"" monster in your Graveyard, and Special Summon it.","","","","","","","Icon Field Spell",""
"Golden Gearbox","Unlimited","Card Text Select 1 face-up ""Karakuri"" monster on the field. It gains 500 ATK and 1500 DEF, until the End Phase.","","","","","","","Icon Quick-Play Spell",""
"Karakuri Anatomy","Unlimited","Card Text Each time a ""Karakuri"" monster's battle position is changed, place 1 Karakuri Counter on this card (max. 2). You can send this card from the field to the Graveyard to draw 1 card for each Karakuri Counter on this card.","","","","","","","Icon Continuous Spell",""
"Scrap Lube","Unlimited","Card Text Select 1 ""Scrap"" monster in your Graveyard. Special Summon that monster from the Graveyard. Its effects are negated. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card. You cannot conduct your Battle Phase the turn you activate this card.","","","","","","","Icon Continuous Spell",""
"Wattcastle","Unlimited","Card Text Any monster that attacks a ""Watt"" monster loses 1000 ATK after damage calculation.","","","","","","","Icon Field Spell",""
"Wattjustment","Unlimited","Card Text Equip only to a Level 3 or lower Thunder-Type monster. It gains 800 ATK, also its effects are negated. Each time it inflicts battle damage to your opponent: Draw 1 card.","","","","","","","Icon Equip Spell",""
"Barkion's Bark","Unlimited","Card Text Activate only if you control a face-up ""Naturia"" monster. Your opponent cannot activate Trap Cards this turn.","","","","","","","Icon Normal Spell",""
"Leodrake's Mane","Unlimited","Card Text Select 1 face-up ""Naturia"" monster you control. Its ATK becomes 3000, and its effects are negated, until the End Phase.","","","","","","","Icon Normal Spell",""
